100	0.043133	0.000286
200	0.063208	0.000238
300	0.086010	0.000184
400	0.111020	0.001184
500	0.128382	0.000174
600	0.149989	0.000236
700	0.169862	0.000182
800	0.186560	0.000621
900	0.205921	0.000218
1000	0.223986	0.000284
1100	0.244563	0.000298
1200	0.264170	0.000310
1300	0.283742	0.000169
1400	0.299265	0.000295
1500	0.318817	0.000305
1600	0.343626	0.011307
1700	0.362138	0.000340
1800	0.373302	0.000335
1900	0.396123	0.000276
2000	0.414968	0.000352
